Teks,Prediksi Sentimen
aplikasi eror transaksi set otomatis dudah set otomatistetap transaksi,Negatif
buka aplikasi inout nomot atm recognisi wajah always bikin repot transaksi maksud ya,Negatif
ganggu parah ingat deh hapus apk ingat sebel update eror,Negatif
tunggu kode otp nya tunggu menit kirim suruh tunggu jam indak banget,Negatif
livin tampil terang total debit kredit livin biru livin kuning downgrade total debit kredit,Negatif
ganggu notifikasi mati aplikasi share screen dll aplikasi indikasi notifikasi muncul langsung aplikasi ganggu mohon baik dar tambah tombol close tutup notifikasi nya aplikasi,Negatif
hadeee apk banget kirim kode kali sinyal bagus verifikasi halang transaksi online pin livin bener salah tbtb suruh ganti pin tolong song aco,Negatif
ganggu pelihara rutin tolong update apk pelihara menggangu aktivitas,Negatif
updet livin tf top up cuman lihat saldo doaangtrus suruh atur jam otomatis,Positif
aplikasi bentarbentar update update hp memori pas update memori hp penuh pakai pakai aplikasi hapus aplikasi hp rada ribet,Negatif
bintang minggu topup tf transaksi atur hp tanggal jam suruh otomatis,Negatif
aplikasi burung pakai aplikasi kaliandi negeri respon tanggu nya,Negatif
top up pulsa axis ya tolong nih apk kalo niat bikin apk deh update apk,Negatif
pliiis baru fiturnya baik tampil ubah tampil tinggal upgrade kagak pindah aplikasi transaksi susah ampun tempat hilang lihat saldo doang mah,Negatif
aneh kadang stuck logo download main game,Negatif
livin please eror terussss bulan eror mulu transaksi terang atur tanggal uninstal eror tolong dibenerin ya please,Negatif
pakai pas masuk pin banking terhububg deh reset kali pasword pakai pulsa deh habis pulsa reset pakai upgrade pakai simple ribet,Negatif
kemarin buka rekening drumah masuk livin terang nya layan sedia tingkat layan,Negatif
sorry ksish bintang kelas hp buruk jelek psng livin mandiri perangkat dukung aplikasi sila hubung mandiri call mudah sulit mandiri aneh,Negatif
sistem aman lemah kartu kredit mudah bobol orang staf bank transaksi kenal tuju milik kartu kredit pin kartu kredit pin kartu kredit,Negatif
pakai biru update pakai kuning daftar ulang sesuai kartu debit verif sms muncul tulis proses lanjut pasti kartu debit aktif kartu aktif saldo apk nya buka kecewa,Negatif
sayang running secure folder samsung si langsung orror terima otp alas pelihara system forum samsung alami jadi tolong baik,Negatif
aplikasi livin mandiri buka rekening gampang aplikasi mudah banget tampil tarik fiturnya lengkap tarik tuma kartu topup ewallet emoney cepat mudah aplikasi intip saldo tahu bayar beli cepat helpfull banget aplikasi pakai ribet pokok rekomen banget aplikasi,Negatif
suka aplikasi livin by mandiri warna biru menu nya simpel jarang nge lag jarang lelet lambat versi menu guna nge lag lelet lambat tolong mandiri sederhana menu nya hapus menu guna depan aman nyaman cepat guna aplikasi nya moga mandiri dengar keluh terima kasih,Negatif
living mandiri nya oke suka error tolong baik,Negatif
transaksi susah banget pakai terang transaksi sang proses suruh tinggal aktivitas proses nya selesai ssh banget transaksi nya,Negatif
lot ya aplikasi gagal kali suruh coba transfer terang suruh atur jam tanggal hp hp otomatis terupdate user friendly update ribet,Negatif
kasih sulit transaksi kalo transfer suruh tinggal halaman tf jaring stabil mending apps biru kuning muas kecewa,Negatif
maintenance mulu update mulu trx buka ngelag maintenance,Negatif
halo kak livin error ya masuk notifikasi jaga aman akun aktifitas kalo baik kak terima kasih,Negatif
bintang baca mandiri guna livin biru alih gold rasa user interface beda bersahabatukuran huruf jadi layar ponsel inc menu bahasa beda pakai menu bayar multipaymen sulit trnsaksi favorit hilang isi gopay pakai otp omg nih aplikasi beribetdi menu dah ya,Negatif
transaksi transfer top up gagal atur nya lihat saldo doang guna apk,Positif
kali download bagus kemarin salah masuk pasword kali langsung blokir max kali blokir suruh ganti pasword telp suruh uninstall install jam kirim sms verifikasi disms blgnya sms verifikasi terima aplikasi suruh kirim sms berkalikali pulsa sedot habis rugi repot aplikasi kuning,Negatif
ya livin habis updet versi pasuk pasword salah pilih menu ganti pasword pasuk nomer kartu mm yuk nya pas pasuk tanggal lahir tau sesuai data daftar banget aplikasi blokir pas coba cek saldo pakai kartu masuk tuh kartu terang kartu dapt mandiri,Negatif
log perangkat susah banget tulis verifikasi tambah yatolong baik,Negatif
aplikasi susah masuk beranda sinyal bagus restart hp masuk beranda buka mudah sulit kelas mandiri aplikasi asal,Negatif
top up e commers no va cantum aplikasi biru aman update buruk payah temu salah sederhana balas sebentar maaf suruh email kendala hoam,Negatif
susah atur jam trnsaksiuang bikin ribet,Negatif
saran login kasih pilih pakai sidik jari ketik manual sensor sidik jari rusak hp login manual biar mudah min tambah bintang nya terap fiturnya terima kasih,Negatif
aplikasi lot,Negatif
aplikasi nih masak masuk ketik padsword masuk coba kali blokir suruh ubah password pasuk data data masuk blokir,Negatif
suka livin versi ecek pinjam mandiri versi tera hutang sisa versi maksud lu apamalah bikin versi lengkap,Negatif
update coba uninstall pas install ulang tulis tunda coba pakai data wifi coba download aplikasi livin mandiri download coba berkalikali mohon bantu mandiri,Negatif
pakai buka enak pakai internet banking pakai biru lumayan suruh update update deh buka deh uninstall rewel aplikasi,Negatif
enak pakai livin proses bayar praktis atm transaksi saran apk alami troble ganggu notifikasi sms nasabah maintenance up aplikasi alami nya saat bayar tagih apk livin error transaksi apa terima kasih tolong atas troble,Negatif
thanks apk nya bagus feature nya asli kini kayak rekening mudah kartu transaksi biaya admin nya ya turun kayak aplikasi tetangga loh bebas transfer kena biaya thanks ya sukses,Negatif
sih aneh livin mandiri kakak tf uang atm simpel mandiri ribu pas tf aneh nya uang ribu ngurangin ribu pas lihat resi biaya kartu kredit biaya kartu kredit banget ribu aneh banget tolong jelasin maksud simpenan atm simpel mamdiri uang nya,Negatif
top up dana ribu top up ket nomor top up,Positif
verifikasi nya fitur kirim pesan cepat aplikasi livin kirim pesan gagal pemrosesan habis rugi ambil pulsa kali kali knapa simple verifikasi nya bentuk link akses internet bank,Negatif
mohon kedip mohon kedip mata kedap kedip gagal mau sih,Negatif
kecewa banget aplikasi buka buku kirim nya kerja kirim kode pos nya salah terima orang kenal camat lurah nya kode pos dalah lurah camat kode pos takut kartu salah sih terima kenal sumpah kecewa banget good experience livin tau bad experience,Negatif
pakai login akun kks verifikasi wajah suruh cabang dekat payah,Negatif
muncul ingat mati bagi layar aktifin bagi layar pakai kalo muncul ingat capek deh,Negatif
size aplikasi ruang simpan penuh nih aplikasi responsif berat banding livin biru tingkat ya terimakasih,Negatif
aplikasi lengkap saran kembang banding versi respon input password login responsif lelet banding shg etik selow cetak historis transaksi e money versi butuh shg croscek historis transaksi ambil struk tol terima kasih moga powerfull secure aplikasi,Negatif
ya buka apk nya minta proses nya,Negatif
kesal banget aplikasi livin tf ovo bermasalahtf shoppe batas juta doankqris bermasalahkadang pepet pengin tf duit gabisagajelas banget tau mending kemarin buka rekdsini kesal banget herannn,Negatif
kesel banget rekening online tahap video call verifikasi hasil tanda tangan digital loading tulis rekening logout otomatis lanjut berulangulang,Negatif
mbanking masuk daftar payah aplikasi nya,Negatif
terima kasih update tolong ya size aplikasi tambah kasihan android memori penuh pakai aplikasi wajib update saran kasih pilih update kali terima kasih,Negatif
alami ganggu tolong baik ganggu darurat bayar paksa atm harap kelola baik terimakasih,Negatif
update lamaaaa banget login mandiri nih kesell,Negatif
buka rekening lelet banget sih gilir tahap buat buku rekening muncul muter tera proses fungsi online,Negatif
ganggu nya pas urgent nya,Negatif
ui jlimet bayar kai beli shuka cetak boarding pas beli online biar cetak cetak boarding pas buruk,Negatif
aplikasi bagus nyaman lancar nyaman mohon update kasihan tua tolong buat pilih update nasabah pilih otomatis muncul tampil update terimakasih moga kelola sehat sukses amin,Negatif
moga livi by mandiri depan kalo baru aplikasi server distabilin biar kendala transaksi livin semangat,Negatif
minggu transaksi suruh atur jam jam set otomatis,Negatif
kasih bintang wa bantu keluh nasabah emailjuga guna bilang sukses hasil kirim transaksi tunda terima masuk dananyaa harua hilang saldo,Negatif
livin kalah aplikasi kencan aplikasi kencan buka langsung buka livin lelet banget wadaoh,Negatif
kemarin restart hp download aplikasi nya indak masuk tulis layanat sedia sematara coba besok nya ajak,Negatif
penasaran pengin coba super aplikasimasukin nomer verifikasi nomer hp daftar jari keriting berhasilkalo baik kasih bintang,Negatif
update baru kompatibel baca layar tunanetra androit tingkat sandang tunanetra orang buta banking kali akses mandiri update baca layar,Negatif
sumpah tau marah bolak uninstall instal apk nge bug password pin password nya isi gilir pin pasuk apknya pulsa habis wifi kencang lot mohon baik sistem,Negatif
nih livin update parah nih kayak kemarin laku bayar apk nya pakai wifi kayak sih mending update mudah susah jak bagus versi malas pakai apk,Negatif
depan kembang tolong utama lengkap fiturfitur fungsi data mutasi transaksitransaksi notifikasi saldo masuk transfer tunda masuk gui wahkarena berat perangkat,Negatif
bener ramah aplikasi bagus biru transaksi gagal iya hari hasil kali transaksi doang tarik tunaik atm mending pakai versi biru deh gampang gunainnya,Negatif
transaksi bayar tunda saldo potong towlilll telpon call center suruh tunggu kalo saldo suruh hubung baik sistem admin doang mahal,Negatif
min next konfirmasi verivikasi chat whatsapp zaman orang perlahan tinggal chat minimal pilih chat whatsapp jujur orang isi pulsa isi kuota sih,Negatif
aplikasi bagus tambah dark mode mode malam settingnya tampil terang user suka pakai dark modemode malam thx,Negatif
kesini mandiri maintenance butuh tarik tunai atm seenggakny kasih notif maintenance tranfer tiba,Negatif
maaf ibuk terhormatkenapa daptar ya jaring bagus tinggal selpi lhouda selpi ceklis suruh pasuk password,Negatif
daftar banking pasuk otp tahan popup maintenance bulan kayak,Negatif
pindah device gagal loginalasan perbaikanmasa iya haringerepotin banget,Negatif
maaf nih livin buka ya layar baca shere screen habis login mohon bantu ya,Negatif
ram gb processor snapdragon koneksi intrrnet lancar masuk instal ulang instal masuk login orang transaksi kalo system nya spt mudah transaksi hambat transaksi mobile banking bank normal,Negatif
daftar akun hasil validasi sms gagal pulsa habis ribu hasil jaring telkomsel coba jaring wifi dicba pengaruh susah,Negatif
aplikasi support link gagal transaksi buka livinmandiri web muncul livin warna biru butuh id user kuning pakai id user transaksi hp pakai aplikasi livin kuning cari sedia layan transaksi kali transaksi gagal kecewa tolong upgrade disingkronkan linknya,Negatif
fitur transfer aplikasi,Negatif
aplikasi digunakankenapa gangguansusah login,Negatif
diupdate parah transaksi gagal top up e money beli pulsa kuota bayar dll gagal moto mudah nyata sulit,Negatif
data transaksi mutasi rekening ya kadang kadang transaksi tera list status transaksi mohon arah baik sistem terimakasih,Positif
tolong bukain akses android versi mudah customer kalang bijak ya kalo versi android atas kalang tengah atas kasihan orang tua jadul mengupdate hp nya pliiiss ramah customer kalang sulit transaksi,Negatif
kurang livin kuning jengkel daftar rek badan usaha aplikasi satu lot ribet sulit simpan no rek tuju banyak gagal simpan ulang tulis kontak ditranfer muncul rek simpan mohon bank mandiri baik jengkel kali transfer input no rek iya kalo ditranfer kalo,Negatif
bagus aplikasi bcaapa nih aplikasi livin mandiri lelet banget reaponnyasering loading doang jelasdah malam orang transaksi gangguanmending gua pinda bank laingini busuk pakai livin mandiri,Negatif
sekian kali download pin respondan hang aplikasi sekian kali pulsa makan potong minta verifikasi via smstolong jelas aplikasi dihapuslhaaaaaa aplikasi masukbagaimana mandiri,Negatif
pas butuh transfer errorsuruh benerin jam handphonekan aneh banget parahpadahal urgentpayah livin by mandirisudah force closebahkan hapus download ulangtetep transfer pakai livin by mandirihuh,Negatif
puas kasih bintang fingerprinnya oprasikan seti masuk fingerprin setujuidan fitur lengkap biru,Negatif
terimakasih ya livin mandiri berkat transaksi banget kendala loh update bagus gagal transfer top up pulsa thanks banget kecewa alami kendala,Positif
nasabah mandiri user app akhirakhir buka langsung jaring mobile wifi lancar apps developer asumsi error sisi code enviroment sebab bug app crash buka kondisi intermittent sulit difixing tolong cek baik moga cepat atas terimakasih,Negatif
update langsung pakai aplikasi dukung perangkat tau mending update beli hp pasang livin wajib ptharus pakai mandiri pindah masalah apliksi nya,Negatif
kecewa aplikasi nya kecewa layan salah kcp cirebon profesional marah ribut salah cs data hilang pas data lengkap cs info nya,Negatif
licin top up dana ya muncul tulis top up hasil cek ya sila coba tolong livin baik nyaman minggu kemarin aman tiba,Positif
aplikasi bagus aplikasi terus cek atur jam hp atur setting restart baru aplikasi sih chace atur jam transfer berharihari kali,Negatif
capek capek mudah sulit guna nya kali harus nya ubah pasword login mah ya allah kali kali masuk gagal parah apk nya tolong baik baik bintang nya parah,Negatif
fitur mudah erti kali simpel,Negatif
aplikasi livin guna ganggu ganggu kadang transaksi transaksi pemberitahuan livin bank mandiri internal jelek banget baik kalo orangorang pindah aplikasi,Negatif
tolong transaksi eror cek atur otomatis atur hp gua otomatis,Negatif
payah banget topup shopeepaydan ribet biru biru susah login aneh banget tolong baik fiturnya lengkap susah,Negatif
halo konfirmasi tranfer gagal saldo potong terima lanjut nya ya saldo kali jam saldo potong mhon bantuanya terimakasih,Negatif
aksesibilitas non aktif buka malware uninstal aplikasi indikasi scan antivirus bawa tolong pandu kembali kemarin sabtu pakai,Negatif
kecewa fitur transaksi tunda hilang aplikasi error proses lot banget hari transaksi kerja kerja jam jam jam mandiri paksa aplikasi,Negatif
bagus kali selfi verifikasi gagal,Negatif
tambah fitur nomor rekening kontak mudah aplikasi simpan nomor rekening aplikasi biru muncul nomor rekening transaksi,Negatif
pilihinan bank mandiri gaji pilih bank malas banget pakai mandiri livin mandiri buka restart hp kali kali hasil hubung transaksi transfer no terima etik ulang telp sambung no hubung salah kacau telp kali kali cs tawar kartu kredit tolak berkalikali nelp jam kerja ulang ulang kali hari,Negatif
rekening tabung aktif update rekening muncul rekening sumber depositosedangkan deposito muncul bahaya initolong baik,Negatif
tolong livin dibukadiupdate buka fitur verbagi layardicek aplikasi mohon bantu,Negatif
aneh transaksi masuk terang hasil saldo tuju aplikasi pindah aplikasi buruk maaf kaya pindah bank kalo terus layan jaman transaksi butuh cepat aplikasi parah,Negatif
bantu buka livin masuk livin buka aplikasi kkluar,Negatif
kartu login payah nih livin tolong min baik,Negatif
livin parah kali ulang verifikasi wajah gagal offline kartu pas coba login online verifikasi wajah buka mudah sulit nasabah,Negatif
livin by mandiri bantu proses cepat mudah terimakasih mandiri,Negatif
tolong sering suruh update update transaksi banget bayar hapus aplikasi simpel terima kasih,Negatif
livin bobrok transaksi malam bobrok,Negatif
transfertop updisuruh cek atur handphone ajudah cektapi,Negatif
aplikasi deh login kali lapor bank kagak guna banget bank tindak apa,Negatif
selesai proses transaksi hasil notifikasi tutup aplikasi tunggu menit log out otomatis log transaksi tunggu log out otomatis tolong solusi thanks,Negatif
maaf livin nya ya bukaaa wifi nya jos paket munyer transaksi ganggu pengin un instal cek baru baru iya atm efisien sih makan memori banyakk pengaruh cpu hp tlng baik fitur nya sia download kali kayak nya deh heran,Negatif
sih bagus update susah tolong baik ya top up bayar susah saran ku sih mending update ya bagus versi kemarin,Negatif
sumpah jelek app sengaja hapus erti no kartu nya daftar nya app ya kartu masak log pakai nomor kartu anjir banget simple pakai email nomor tlfn pin pasword gtuloh simple lo kayak baca brimo,Negatif
update versi baru loadingnya muncul baik sistem,Negatif
tolong solusi min fitur scan wajahudah minggu gagal scan wajah login aplikasinyapadahal lancar dah kendalasemakin update kendala aplikasi,Negatif
buruk buat rekening foto selfj koneksi cahaya ulang kantor cabang,Negatif
kesel banget update tampil ubah baca kalo kau update sila tampil ubah kayak anak abang gue susah baca tau,Negatif
kali daftar tolak alas data gitupadahal data masalahpas lihat komen nya keluhanaplikasi bodong kali iniga kayak bank gampang banget bikinnyamending hapus nih aplikasi playstore guna,Negatif
senang pakai livin kemudahanbisa transfer top up dana pakai isi pulsa nya,Negatif
bagus tingkat layan belanja transaksi mudah,Negatif
minggu terahir livin buka akses klik ikon livin detik tutup hilang android versi mohon admin klarifikasi kendala terseebut muncul nya,Negatif
aplikasi super ribet transaksi suruh pusing pikir cek ting otomatis sett otomatis transaksi susah,Negatif
login bulan login notifikasi ganggu koneksi living biru lancar lancar pindah handphone login downgrade sih aplikasi banking banget,Negatif
kartu atmnya sihsya download livin kartunyakatanya sih kirim,Negatif
tolong baik aplikasi lo login sistem baik samapi lo ayo orang butuh aplikasi livin tolong cepat baik,Negatif
bagaiman atas aplikasi livin by mandiri buka muncul jaga aman akun hapus share screenberbagi layar email direspon,Negatif
yth bank mandiri aplikasi ganggu transaksi mobile banking malam sulit darurat transaksi,Negatif
tolong bentar bentar baru nya memory dah penuh aplikasi dah hapus update suruh hapus aplikasi tolong bentar bentar suruh baru terimakasih,Negatif
ribet update kayak hp full memori bingung hapus aplikasi simplelahjgn dikit ganti versi update gana mudah susah,Negatif
apasih aplikasi bikin emosi jak masuk cek saldo tunggu loadingnya menit syukur langsung masuk kadang gagal sambung hapus instal ulang lodingnya bulan ubah ganti bank,Negatif
aplikasi memory consuming desain sajaserta aplikasi kaku fleksibel susah akun livin aplikasi click pilih kerja instansi kes rakyat akun bank mandiri mahasiswa paksa akun livinpadahal kampus milik kerja milik hak bank mahasiswa pilih,Negatif
negeri bantu aktif mudah simplebeda apl ribet pakai nomer indothe best pokok mandiri,Negatif
oke sip lancar mudah bunga bank potong admin kartu debit nya,Negatif
aplikasi nya bagus aplikasi hp vivo kali aplikasi langsung stuck hp gerak hank,Negatif
hei mandiri saldo rekening transaksi nyaman transaksi outdoor teman dll orang saldo livin atur tutup saldo transaksi buat saldo rekening nasabah cek saldo lebih terimakasih,Positif
buka rekening gara livin blokir endingnya livin guna bolak atm transfer tolong benah potong lancar kendala,Negatif
aplikasi aneh ganti hp livin dibukak suruh benerin cs kantor cabang,Negatif
pakai aplikasi bikin cepat bikin,Negatif
login gagal pasword benerregister ulang gagal data isi semuaapknya,Negatif
guna bank mandiri kecewa baru livin logo kuning akses verifikasi sms gagal komplain via email solusi gagal,Negatif
saldo potong status transaksi beda pesan hasil telepon suruh tunggu nomor tiket prose lelet banget uang gue euyyy,Negatif
tanggal transfer via aplikasi hasil gagal saldo debit jam saldo adu cabang bank mandiri info kalo dana nya kembali maksimal kerja kecewa aplikasi nya mudah sulit,Negatif
daftar mula livin ribettidak opsi pilih pekerjaansaran opsi lai kerja daftar livin mandiri by online,Negatif
bantu mudah masuk,Negatif
sih masuk aplikasi lambat banget kagak masuk benerin sinyal kencang,Negatif
livin bm praktis transaksi al transfer bayar non tunai hemat tenaga uang sayang livin lengkap menu mutasi rekening bulan aplikasi bm nasabah cetak mutasi rekening bulan,Negatif
aplikasi diinstal password pin aplikasi merespon mending aplikasi livin moga bank mandiri merespoon,Negatif
saldo endap atmku biaya bulan sedot ya kur saldo endap kali cicil total juta total jatuh tempo tanggal saldo sedot duluan,Negatif
aku livin biru livin kuning livin kuning transfer terang batas karakter bayar va tulis deskripsi livin kuning fitur tarik tunai kartu,Negatif
suruh update buka aplikasi loading nya,Negatif
transfer topup ya saldo pakai livin saldo sekian transfer topup mohon jelas rubah tahu milik terimakasih,Positif
ampun kali update susah main bikin repot kalo kartu nya lupa panjang astaga tau omong kartu nya pas buka livin nya ganti bank kayak nya kalo mudah repot hadeeeh nangissss,Negatif
mem verevikasi wajah ber puluh kali foto gagal tolong mudah mind,Negatif
livin mandiri kuning tulis berita transfer aplikasi apliksinya berat alias lot resi lengkap aplikasi tolong baik,Negatif
mandiri bank mudah atmny sebar dimanamana daftar rekening mudah sulit isi form bank mandiri transaksi serba simpel gampang,Negatif
lihat saldo tabung tf masuk mana sih cari banyak menu menu simple lihat teman tf menu nya bikin lieur,Negatif
aplikasi bergunasusah masuk ribet mending install,Negatif
kali jadi buka aplikasi uninstal instal tf cepat biru loh mudah sulit,Negatif
sulit ganti pin livin sungguh sulit telp gadget verifikasi cabang verifikasi pulsa habis sms verif telp hasil sungguh sayang,Negatif
ya login gagal sms verifikasi nya ikut prosedur nya gagal verifikasi teman menguhubungi via wa mita hubung teman mita nya ,Negatif
aplikasi bantu urus kantor susah,Negatif
ya tranfers top up dana butuh kecewa mohon baik nasabah henti aplikasi,Positif
bantu transaksi safety,Negatif
bagus sih saran biaya top up ewalletnya pakai biaya transaksi bagus admin biaya transaksi prak,Negatif
turut tuju data pribadi tuju data nasabah ubah bank mending uninstall aplikasi nasabah isi data pribadi nasabah mandiri turut bank ubah data,Negatif
fitur aplikasi bagustp sayang buka aplikasi eror lodingnyamohon baik transaksi mudah nyaman,Negatif
maaf min aplikasi bagus tampil tarik kayak fitur kirim kartu fisik pusat jakarta kartu fisik kirim jakarta jasa kirim populer status treking jemput kurir minggu penuh parah minggu link lacak kirim eror akses terima kasih,Negatif
livin kuning update klik update kedip detik henti hapus instal ulang detik kedip transaksi,Negatif
download akun virtual akun nyajadi susah transaksi online buka aplikasi inigps aktif aplikasi nya tutupsangat uras daya batt hp panas ebanking baca bagus,Negatif
mohon bantu ganti email notifikasi transaksi ingat aman akun livin sukses ganti alamat email estatement kirim otomatis email terima pemberitahuannotifikasi estatement bulan otomatis email ecek manual masuk aplikasi repot baik bintang nya,Negatif
aplikasi bantu buat rekening mudah engak kantor cabang guna tampil mudah bayar ukt top up e wallet emoney bayar ukt transaksi mudah tarik tunai mudah fitur tarik tampil tarik pokok engak ribet,Negatif
livin buka hp verifikasi wajah cabang dekat tolong kasih solusi,Negatif
dear mandiri update update kasihan hp root mbanking dalam kota kota jam ambil duit atm hp root main game tolong tim mandiri akses livin mudah hp root terima kasih,Negatif
aplikasi bagus lengkap pekan susah masuk butuh butuh update pliiss baik aplikasi susah akses mudah ganti bintang,Negatif
bantu bertrasaksi cuman kalo jam wib transaksaksi terimakasih livin,Negatif
dana lancar top up nomor daftar kesini jelek performa aplikasi tolong benerin guna susah top up flatfrom,Negatif
masuk aplikasi kali masuk tingkat apa suruh kantor terdekatmohon info admin,Negatif
mandiri error deh jelang logo biru kuning error malam pagi buka baik layan mana dada puas deh malam jajan online gunain duit susah benerrr sedih,Negatif
bug rubah cicil rubah nya tanggal cetak otomatis tagih tagih full tagih hasil rubah cicil bulan bayar full kembali bayar rang sesuai cicil kena bunga tolong baik terimakasih,Negatif
download aplikasi kali transaksi hasil kali tf transaksi error dsruh coba jadi pakai aplikasi mudah sulit tolong perhati,Negatif
muncul tulis sistem operasi henphone dukung guna livin kemarin,Negatif
opsi transfer bi fast hapus buruk bingung orang awam dana transfer rekening tuju minggu terima opsi terang orang paham picu debat transfer terima transfer buruk opsi bi fast sesuai nama bi slow,Negatif
ganti aplikasi aplikasi ganti lancar fungsi buruk livin biru login masuk gagal koneksi lancar niat upgrade downgrade sih,Negatif
aplikasi bagus banget mudah buka rekening mudah tarik tunai kartu transaksi detik doang langsung cair top up ewallet mdh cepattop up emoney fiturfiturnya lengkap bayar beli cepat repot kantor cabang pakai livinby mandiri muas,Negatif
system nya buruk dibukak mental aplikasi transaksi duakali overall mengecewakanmending aplikasi,Negatif
keren sih keren dukung support smartwatch jam pintar biar tap pay nya repot keluar hp kantong,Negatif
muncul aplikasi coba instal ulang kali instal ganti pasword masuk pasword beda aplikasi parah yabuka aplikasi a muncul livin,Negatif
ingat perangkat milik malware aman i love this bank,Negatif
lancarlancar update saldo gagal komplain refund top up emoney aplikasi livin penasaran coba top up emoney lancar sistem salah ulang update saldo gagal kecewasemoga komplain update saldo gagal refund otomatis,Negatif
bertahuntahun pakai apk sejarah nya kesal apk buka hp nya resmi dukung buka nya lot jaring penuh,Negatif
login notif pasti akun aman apl aneh lapor cs jelas,Negatif
mandiri potong terang kali mei potong terang biaya saldo minimum biaya administrasi kali ptongannya malas pakai mandiri,Negatif
hp rusak login hp ya,Negatif
nyaman sih update login hubung koneksi internet lancarrr update nyaman sring update login truss tolong dibenerin nyaman banget deh transaksi,Positif
pakai muncul notifikasi atur jam sesuai jam ponsel otomatis jaring paksa henti,Negatif
bantu transaksi online cepat catat kali slesai buka aplikasi hp cepat panas cepat lowbat simpan data norek susah cari kadang ketemu simpan etik ulang catat baik tampil tarik mudah paham,Negatif
jam gin ganggu baik system jam sgini mulu jam mmpermudah transaksi kalo namana fix mending pakai apk dana flip kepake ngasilin duit,Negatif
aplikasi livin mudah transaksi beli pulsa listrik dll tf atm lagisngat mudahkn,Negatif
kecewa luncur apk baru mudah nasabah sulit enak logo biru mending logo biru jarang komen playstore saking jengkel,Negatif
aplikasi bagus ya saran sih kalo deteksi wajah cepat proses kalo verifikasi akun verifikasi nomor telepon lebih bagus kokk livin by mandiri good job,Negatif
mandiri benah pakai lot banget livin cepat fitur limpah tambah menu sukha bikin suka nih aplikasi promonya tarik terima kasih mandiri,Negatif
transfer suruh cek atur jam hp atur jam atur sedia jaring alias otomatis aplikasi livin masalah ya usaha kelas bank mandiri aplikasi ecek bug,Negatif
update livin mandiri jalan os miui android warning os resmi os resmi xiaomi indonesia edited hp xiaomi ku ubl ubl nya tutup jalan normal,Negatif
bagus mantap mudah simple,Negatif
coba berkalikali transaksi laku gun libin biru mnurut bagus kuning kndala sdikit gtwnya kalo lihat ulas keluh coba koreksi mudah kesulitankalau sulit kasih ulas kaya semuakoreksi developer nih,Negatif
aplikasi livin buka buruk aplikasi pas butuh kali kali buka update update verifiksdi sms pakai wa,Negatif
maintenance malam hadehhh mandiri bikin apk,Negatif
buka aplikasi nongol minta dpat proses sistem hp dukung lancar ribet mlakukn tf tf sdng sakit strok tf atm,Negatif
admin ganti hp masuk apk data tolong perhati min terima kasih,Negatif
update jelek aplikasi nya kalo buka lemotsebelum update satset langsung buka update loding nya lamatrus notif nya tunggu antrianapalah coba update nya bagus lahjngan jelek,Negatif
enak biru bagus user friendly transaksi multipayment susah isi gopay dkk ngelink no sih livin update versi ganti nyempurnakan susah,Negatif
login sidik jari ubah ya tampil login sidik jari coba jari sidik jari masalah sistem aplikasi support,Negatif
tanggal desember baharu kartu debit cs mandiridan pin barusetelah download livin by mandirisaat masuk pinternyata salah nomor pinsehingga buka apklivin saran cs mandirinah ada solusi verifikasi pin apk livin member bolak cs mandiri,Negatif
aplikasi mandiri buka respon crash buka banget internet ditest mbps lebihdan keluarga pakai aplikasi crash buka close buka ulang,Negatif
livin updatetapi diupdate gagal terinstaltidak buka livin lali menu update layan mudahbukannya sulit aplikasi livin,Negatif
aplikasi bagus kalo bilang lot device ui interface bagus fitur diupgrade bantu pakai banking kasih bintang baik bantu transaksi banking bisnis jalan sendat seta livin mbangking jarang bank lokasi usaha tolong perhati adakan pemberitahuan pelihara tks,Negatif
bukatapi error mulugak masukudah pasuk datatapi masukaplikasi aneh,Negatif
admin tolong bantu analisa nya livin buka pasti handphone aplikasi kenal mati fitur bagi layarsreenshoot kontrol handphone jarak castumer service mandiri kcp deltamas saran nya call center merek hp mohon analisa nya ya admin terimakasih,Negatif
kali update seringkali jalan alias lemotdiam tempat baca ulas kecewa pilih enak logo biru,Negatif
aplikasi mudah banget transaksi buka ya apk nya update buka sistem ganggu ya,Negatif
livin teh coba daftar ulang sesuai nomor kartu atm tunjuk hubung bank,Negatif
transfer cek tanggal bapuk,Negatif
verifikasi wajah cocok muka tolong baik verifikasi wajah login verifikasi wajah gagal,Negatif
kak info saldo masuk notifikasi bar,Negatif
tolong aplikasihnya dikit update update kayak versi beda tolong dikit update pinjam nya promosi iya cuman bulan promosi,Negatif
eror ganggu jam offlinesetelah baharu langsung offline tolong aplikasi matang langsung rilis baik benarsusah transaksi kayak,Negatif
urus atm mandiriknp buka apk pilih option kartu debit ketik no kartuselalu bilang nonya digunakankenapa ribet pakai app iniharus bank nya verivikasi biar pakai app bank datang bank nya,Negatif
livin mandiri bantu milik fitur lengkap inovasi profesional mudah transaksi fitur suka tap pay nya bantu hidup seharihari,Negatif
dear team livin aplikasi sulit ya hp oppo a sms verivikasi pending kirim balas san verivikasi nya aplikasi livin muncul tulis verivikasi hapus data cache hasil provider telkomsel kartunomer masalahandroid terupdate barubagaimana mbangking,Negatif
update memori penuh lot tolong aplikasi pakai kali jangka update jarak update bulan kali update hp memori pengin uninstall,Negatif
